Severity,Date,Finding,Target,Template,Rules Package,ARN,Rule,AWS agent ID,AMI ID,Auto Scaling Group,Hostname,IPv4 Addresses,Asset Type,Confidence,Description,Indicator of Compromise,Numeric Severity,Recommendation,Service,Assessment Run ARN,Rules Package ARN,CVSS2 Score,CVSS2 Vector,CVSS3 Score,CVSS3 Vector,CIS Weight,Last Update
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.49.1 L1 Ensure Prevent downloading of enclosures is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-ClK2TiE1,18.9.49.1 (L1) Ensure 'Prevent downloading of enclosures' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting prevents the user from having enclosures (file attachments) downloaded from a feed to the user's computer.

                  
The recommended state for this setting is: Enabled.

               

Rationale

                  
Allowing attachments to be downloaded through the RSS feed can introduce files that could have malicious intent.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled:
                        Computer Configuration\Policies\Administrative Templates\Windows Components\RSS Feeds\Prevent downloading of enclosures
                        Impact:
                        If you disable or do not configure this policy setting, the user can set the Feed Sync Engine to download an enclosure through the Feed property page. A developer can change the download setting through the Feed APIs.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.3.17.4 L1 Ensure User Account Control Behavior of the elevation prompt for standard users is set to Automatically deny elevation requests, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-276bViJL,2.3.17.4 (L1) Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting controls the behavior of the elevation prompt for standard users. The options are:

                  
Prompt for credentials: When an operation requires elevation of privilege, the user is prompted to enter an administrative user name and password. If the user enters valid credentials, the operation continues with the applicable privilege.Automatically deny elevation requests: When an operation requires elevation of privilege, a configurable access denied error message is displayed. An enterprise that is running desktops as standard user may choose this setting to reduce help desk calls.Prompt for credentials on the secure desktop: (Default) When an operation requires elevation of privilege, the user is prompted on the secure desktop to enter a different user name and password. If the user enters valid credentials, the operation continues with the applicable privilege. Note that this option was introduced in Windows 7 and it is not applicable to computers running Windows Vista or Windows Server 2008.
                  

                  
The recommended state for this setting is: Automatically deny elevation requests.

               

Rationale

                  
One of the risks that the User Account Control feature introduced with Windows Vista is trying to mitigate is that of malicious programs running under elevated credentials without the user or administrator being aware of their activity. This setting raises awareness to the user that a program requires the use of elevated privilege operations and requires that the user be able to supply administrative credentials in order for the program to run.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Automatically deny elevation requests:
                        
                        Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\User Account Control: Behavior of the elevation prompt for standard users
                        Impact:
                        Users will need to provide administrative passwords to be able to run programs with elevated privileges. This could cause an increased load on IT staff while the programs that are impacted are identified and standard operating procedures are modified to support least privilege operations.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.2.5 L1 Ensure Windows Firewall Private Settings Apply local firewall rules is set to Yes default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-ule8sRL7,9.2.5 (L1) Ensure 'Windows Firewall: Private: Settings: Apply local firewall rules' is set to 'Yes (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting controls whether local administrators are allowed to create local firewall rules that apply together with firewall rules configured by Group Policy.

               
The recommended state for this setting is: Yes (default).

            

Rationale

               
Users with administrative privileges might create firewall rules that expose the system to remote attack.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Yes (default):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Private Profile\Settings Customize\Apply local firewall rules
                     Impact:
                     If you configure this setting to No, administrators can still create firewall rules, but the rules will not be applied. This setting is available only when configuring the policy through Group Policy.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.69.3 L2 Ensure Prevent Internet Explorer security prompt for Windows Installer scripts is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-0szaw9fB,18.9.69.3 (L2) Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting allows Web-based programs to install software on the computer without notifying the user.

                  
The recommended state for this setting is: Disabled.

               

Rationale

                  
Suppressing the system warning can pose a security risk and increase the attack surface on the system.

               

",,9,"
                  
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to 
                           Disabled
                           :
                        
                        Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Installer\Prevent Internet Explorer security prompt for Windows Installer scripts
                        Impact:
                        If you disable or do not configure this policy setting by default when a script hosted by an Internet browser tries to install a program on the system the system warns users and allows them to select or refuse the installation. If you enable this policy setting the warning is suppressed and allows the installation to proceed. This policy setting is designed for enterprises that use Web-based tools to distribute programs to their employees. However because this policy setting can pose a security risk it should be applied cautiously.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.1.2 L1 Ensure Windows Firewall Domain Inbound connections is set to Block default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-lVXEzlpi,9.1.2 (L1) Ensure 'Windows Firewall: Domain: Inbound connections' is set to 'Block (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The default behavior is to block connections unless there are firewall rules to allow the connection.

               
The recommended state for this setting is: Block (default).

            

Rationale

               
If the firewall allows all traffic to access the system then an attacker may be more easily able to remotely exploit a weakness in a network service.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to 
                           Block (default)
                        :
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Inbound connections
                     Impact:
                     None, this is the default configuration.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,Instance i-03e085d4f68678768 is vulnerable to CVE-2012-2532,mgc-test-target,mgc-test-template,Common Vulnerabilities and Exposures-1.1,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-eFdVJ6Jq,CVE-2012-2532,i-03e085d4f68678768,,,,,ec2-instance,10,"Microsoft FTP Service 7.0 and 7.5 for Internet Information Services (IIS) processes unspecified commands before TLS is enabled for a session, which allows remote attackers to obtain sensitive information by reading the replies to these commands, aka ""FTP Command Injection Vulnerability.""",,9,"Use your Operating System's update feature to update package (see the CVE details). For more information see <a href=""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2012-2532"" target=""_blank"">https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2012-2532</a>",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-D5TGAxiR,5,(AV:N/AC:L/Au:N/C:P/I:N/A:N),,,,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.81.1.2 L1 Ensure Allow unencrypted traffic is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-kwMuKtQL,18.9.81.1.2 (L1) Ensure 'Allow unencrypted traffic' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting allows you to manage whether the Windows Remote Management (WinRM) client sends and receives unencrypted messages over the network.

                     
If you enable this policy setting, the WinRM client sends and receives unencrypted messages over the network.

                     
If you disable or do not configure this policy setting, the WinRM client sends or receives only encrypted messages over the network.

                     
The recommended state for this setting is: Disabled.

                  

Rationale

                     
Encrypting WinRM network traffic reduces the risk of an attacker viewing or modifying WinRM messages as they transit the network.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to Disabled:
                           Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow unencrypted traffic
                           Impact:
                           None - this is the default behavior.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.48.3.2.1 L2 Ensure Restrict Remote Desktop Services users to a single Remote Desktop Services session is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-oggdphQw,18.9.48.3.2.1 (L2) Ensure 'Restrict Remote Desktop Services users to a single Remote Desktop Services session' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                        
This policy setting allows you to restrict users to a single Remote Desktop Services session.

                        
The recommended state for this setting is: Enabled.

                     

Rationale

                        
This setting ensures that users & administrators who Remote Desktop to a server will continue to use the same session - if they disconnect and reconnect, they will go back to the same session they were using before, preventing the creation of a second simultaneous session. This both prevents unnecessary resource usage by having the server host unnecessary additional sessions (which would put extra load on the server) and also ensures a consistency of experience for the user.

                     

",,9,"
                        
                           
                              To establish the recommended configuration via GP, set the following UI path to Enabled:
                              Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Connections\Restrict Remote Desktop Services users to a single Remote Desktop Services session
                              Impact:
                              If you enable this policy setting, users who log on remotely by using Remote Desktop Services will be restricted to a single session (either active or disconnected) on that server. If the user leaves the session in a disconnected state, the user automatically reconnects to that session at the next logon.If you disable this policy setting, users are allowed to make unlimited simultaneous remote connections by using Remote Desktop Services.
                              
                           
                        
                     ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.8.19.1.5 L2 Ensure Turn off Internet download for Web publishing and online ordering wizards is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-xIZLWcel,18.8.19.1.5 (L2) Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting controls whether Windows will download a list of providers for the Web publishing and online ordering wizards.

                     
The recommended state for this setting is: Enabled.

                  

Rationale

                     
Although the risk is minimal, enabling this setting will reduce the possibility of a user unknowingly downloading malicious content through this feature.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to Enabled:
                           Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Internet download for Web publishing and online ordering wizards
                           Impact:
                           If this policy setting is enabled, Windows is prevented from downloading providers; only the service providers cached in the local registry will display.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.48.3.9.2 L1 Ensure Require secure RPC communication is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-zLVSjid7,18.9.48.3.9.2 (L1) Ensure 'Require secure RPC communication' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                        
This policy setting allows you to specify whether a terminal server requires secure remote procedure call (RPC) communication with all clients or allows unsecured communication.

                        
You can use this policy setting to strengthen the security of RPC communication with clients by allowing only authenticated and encrypted requests.

                        
The recommended state for this setting is: Enabled.

                     

Rationale

                        
Allowing unsecure RPC communication can exposes the server to man in the middle attacks and data disclosure attacks.

                     

",,9,"
                        
                           
                              To establish the recommended configuration via GP, set the following UI path to Enabled:
                              Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Require secure RPC communication
                              Impact:
                              If you enable this policy setting, the terminal server accepts requests from RPC clients that support secure requests, and does not allow unsecured communication with untrusted clients.
                              
                           
                        
                     ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.1.10 L1 Ensure Windows Firewall Domain Logging Log successful connections is set to Yes, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-u7dDSB0Y,9.1.10 (L1) Ensure 'Windows Firewall: Domain: Logging: Log successful connections' is set to 'Yes',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log.

               
The recommended state for this setting is: Yes.

            

Rationale

               
If events are not recorded it may be difficult or impossible to determine the root cause of system problems or the unauthorized activities of malicious users.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Yes:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Logging Customize\Log successful connections
                     Impact:
                     Information about successful connections will be recorded in the firewall log file.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.2.3 L1 Ensure Windows Firewall Private Outbound connections is set to Allow default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-WBmQ5ofH,9.2.3 (L1) Ensure 'Windows Firewall: Private: Outbound connections' is set to 'Allow (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting determines the behavior for outbound connections that do not match an outbound firewall rule. The default behavior is to allow connections unless there are firewall rules that block the connection.

               
Important: If you set Outbound connections to Block and then deploy the firewall policy by using a GPO, computers that receive the GPO settings cannot receive subsequent Group Policy updates unless you create and deploy an outbound rule that enables Group Policy to work. Predefined rules for Core Networking include outbound rules that enable Group Policy to work. Ensure that these outbound rules are active, and thoroughly test firewall profiles before deploying.

               
The recommended state for this setting is: Allow (default).

            

Rationale

               
Some people believe that it is prudent to block all outbound connections except those specifically approved by the user or administrator. Microsoft disagrees with this opinion, blocking outbound connections by default will force users to deal with a large number of dialog boxes prompting them to authorize or block applications such as their web browser or instant messaging software. Additionally, blocking outbound traffic has little value because if an attacker has compromised the system they can reconfigure the firewall anyway.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Allow (default):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Private Profile\Outbound connections
                     Impact:
                     None, this is the default configuration.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.24.3.1 L1 Ensure Setup Control Event Log behavior when the log file reaches its maximum size is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-8Zr5fYp1,18.9.24.3.1 (L1) Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting controls Event Log behavior when the log file reaches its maximum size.

                     
If you enable this policy setting and a log file reaches its maximum size, new events are not written to the log and are lost.

                     
If you disable or do not configure this policy setting and a log file reaches its maximum size, new events overwrite old events.

                     
The recommended state for this setting is: Disabled.

                     
Note: Old events may or may not be retained according to the ""Backup log automatically when full"" policy setting.

                  

Rationale

                     
If new events are not recorded it may be difficult or impossible to determine the root cause of system problems or the unauthorized activities of malicious users.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following Group Policy setting to Disabled:
                           Computer Configuration\Policies\Administrative Templates\Windows Components\Event Log Service\Setup\Control Event Log behavior when the log file reaches its maximum size
                           Impact:
                           If you enable this policy setting and a log file reaches its maximum size, new events are not written to the log and are lost.If you disable or do not configure this policy setting and a log file reaches its maximum size, new events overwrite old events.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.2.21 L1 Ensure Deny log on through Remote Desktop Services to include Guests Local account, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-lGMuNHIo,"2.2.21 (L1) Ensure 'Deny log on through Remote Desktop Services' to include 'Guests, Local account'",i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This policy setting determines whether users can log on as Terminal Services clients. After the baseline member server is joined to a domain environment, there is no need to use local accounts to access the server from the network. Domain accounts can access the server for administration and end-user processing.

               
The recommended state for this setting is to include: Guests, Local account.

               
Caution: Configuring a standalone (non-domain-joined) server as described above may result in an inability to remotely administer the server.

            

Rationale

               
Any account with the right to log on through Terminal Services could be used to log on to the remote console of the computer. If this user right is not restricted to legitimate users who need to log on to the console of the computer, unauthorized users might download and run malicious software that elevates their privileges.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to include Guests, Local account:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Deny log on through Remote Desktop Services
                     Impact:
                     If you assign the Deny log on through Terminal Services user right to other groups, you could limit the abilities of users who are assigned to specific administrative roles in your environment. Accounts that have this user right will be unable to connect to the computer through either Terminal Services or Remote Assistance. You should confirm that delegated tasks will not be negatively impacted.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.3.11.10 L1 Ensure Network security Minimum session security for NTLM SSP based including secure RPC servers is set to Require NTLMv2 session security Require 128-bit encryption, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-h89rOWRB,"2.3.11.10 (L1) Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security, Require 128-bit encryption'",i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting determines which behaviors are allowed for applications using the NTLM Security Support Provider (SSP). The SSP Interface (SSPI) is used by applications that need authentication services. The setting does not modify how the authentication sequence works but instead require certain behaviors in applications that use the SSPI.

                  
The possible values for the Network security: Minimum session security for NTLM SSP based (including secure RPC) servers setting are:- Require message confidentiality. This option is only available in Windows XP and Windows Server 2003, the connection will fail if encryption is not negotiated. Encryption converts data into a form that is not readable until decrypted.- Require message integrity. This option is only available in Windows XP and Windows Server 2003, the connection will fail if message integrity is not negotiated. The integrity of a message can be assessed through message signing. Message signing proves that the message has not been tampered with; it attaches a cryptographic signature that identifies the sender and is a numeric representation of the contents of the message.- Require 128-bit encryption. The connection will fail if strong encryption (128-bit) is not negotiated.- Require NTLMv2
                     session security. The connection will fail if the NTLMv2 protocol is not negotiated.- Not Defined.

                  
The recommended state for this setting is: Require NTLMv2 session security, Require 128-bit encryption.

               

Rationale

                  
You can enable all of the options for this policy setting to help protect network traffic that uses the NTLM Security Support Provider (NTLM SSP) from being exposed or tampered with by an attacker who has gained access to the same network. That is, these options help protect against man-in-the-middle attacks.

               

",,9,"
                  
                     
                        To implement the recommended configuration state, set the following Group Policy setting to Require NTLMv2 session security, Require 128-bit encryption:
                        Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Minimum session security for NTLM SSP based (including secure RPC) servers
                        Impact:
                        Server applications that are enforcing these settings will be unable to communicate with older servers that do not support them. This setting could impact Windows Clustering when applied to servers running Windows Server 2003, see Microsoft Knowledge Base articles 891597: How to apply more restrictive security settings on a Windows Server 2003-based cluster server and 890761: You receive an ""Error 0x8007042b"" error message when you add or join a node to a cluster if you use NTLM version 2 in Windows Server 2003 for more information on possible issues and how to resolve them.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
